start,stop,label
0.0,6.28839590443686,nonspeech
6.28839590443686,9.991467576791809,speech
9.991467576791809,11.13481228668942,nonspeech
11.13481228668942,13.438566552901024,speech
13.438566552901024,24.85494880546075,nonspeech
24.85494880546075,25.77645051194539,speech
25.77645051194539,36.134812286689424,nonspeech
36.134812286689424,39.30887372013652,speech
39.30887372013652,39.82081911262799,nonspeech
39.82081911262799,46.4419795221843,speech
46.4419795221843,47.15870307167236,nonspeech
47.15870307167236,49.17235494880546,speech
49.17235494880546,53.01194539249147,nonspeech
53.01194539249147,57.875426621160415,speech
57.875426621160415,58.080204778157,nonspeech
58.080204778157,61.333,speech
