start,stop,label
0.0,6.390784982935154,speech
6.390784982935154,12.465870307167236,nonspeech
12.465870307167236,15.571672354948806,speech
15.571672354948806,23.40443686006826,nonspeech
23.40443686006826,33.72866894197952,speech
33.72866894197952,34.001706484641645,nonspeech
34.001706484641645,38.387372013651884,speech
38.387372013651884,38.79692832764505,nonspeech
38.79692832764505,40.4863481228669,speech
40.4863481228669,47.465870307167236,nonspeech
47.465870307167236,51.95392491467577,speech
51.95392491467577,52.414675767918084,nonspeech
52.414675767918084,55.79351535836177,speech
55.79351535836177,59.32593856655291,nonspeech
59.32593856655291,60.373,speech
