start,stop,label
0.0,2.2781569965870307,nonspeech
2.2781569965870307,13.284982935153584,speech
13.284982935153584,15.827645051194539,nonspeech
15.827645051194539,16.936860068259385,speech
16.936860068259385,19.957337883959045,nonspeech
19.957337883959045,23.063139931740615,speech
23.063139931740615,23.387372013651877,nonspeech
23.387372013651877,26.544368600682596,speech
26.544368600682596,27.55119453924915,nonspeech
27.55119453924915,28.796928327645052,speech
28.796928327645052,30.076791808873722,nonspeech
30.076791808873722,30.60580204778157,speech
30.60580204778157,31.59556313993174,nonspeech
31.59556313993174,34.65017064846417,speech
34.65017064846417,35.07679180887372,nonspeech
35.07679180887372,41.16894197952219,speech
41.16894197952219,48.74573378839591,nonspeech
48.74573378839591,49.30887372013652,speech
49.30887372013652,50.36689419795222,nonspeech
50.36689419795222,54.70136518771331,speech
54.70136518771331,55.82764505119454,nonspeech
55.82764505119454,57.363481228668945,speech
57.363481228668945,57.636518771331055,nonspeech
57.636518771331055,60.24744027303754,speech
60.24744027303754,60.75938566552901,nonspeech
60.75938566552901,61.099,speech
