start,stop,label
0.0,12.909556313993175,nonspeech
12.909556313993175,16.697952218430036,speech
16.697952218430036,19.957337883959045,nonspeech
19.957337883959045,20.878839590443686,speech
20.878839590443686,24.206484641638227,nonspeech
24.206484641638227,25.042662116040955,speech
25.042662116040955,26.544368600682596,nonspeech
26.544368600682596,30.179180887372013,speech
30.179180887372013,31.459044368600683,nonspeech
31.459044368600683,34.73549488054607,speech
34.73549488054607,35.02559726962457,nonspeech
35.02559726962457,47.977815699658706,speech
47.977815699658706,49.25767918088738,nonspeech
49.25767918088738,49.991467576791806,speech
49.991467576791806,60.503412969283275,nonspeech
60.503412969283275,60.864,speech
