start,stop,label
0.0,1.0665529010238908,speech
1.0665529010238908,1.476109215017065,nonspeech
1.476109215017065,2.977815699658703,speech
2.977815699658703,3.233788395904437,nonspeech
3.233788395904437,9.08703071672355,speech
9.08703071672355,9.496587030716723,nonspeech
9.496587030716723,23.540955631399317,speech
23.540955631399317,25.247440273037544,nonspeech
25.247440273037544,26.27133105802048,speech
26.27133105802048,32.124573378839585,nonspeech
32.124573378839585,40.43515358361775,speech
40.43515358361775,42.465870307167236,nonspeech
42.465870307167236,52.82423208191126,speech
52.82423208191126,53.19965870307168,nonspeech
53.19965870307168,57.82423208191126,speech
57.82423208191126,58.984641638225256,nonspeech
58.984641638225256,60.75938566552901,speech
60.75938566552901,61.66382252559727,nonspeech
61.66382252559727,61.973,speech
