start,stop,label
0.0,4.803754266211604,speech
4.803754266211604,7.721843003412969,nonspeech
7.721843003412969,8.131399317406144,speech
8.131399317406144,9.479522184300341,nonspeech
9.479522184300341,17.585324232081913,speech
17.585324232081913,18.455631399317408,nonspeech
18.455631399317408,24.189419795221845,speech
24.189419795221845,24.496587030716725,nonspeech
24.496587030716725,31.7320819112628,speech
31.7320819112628,33.21672354948805,nonspeech
33.21672354948805,41.95392491467577,speech
41.95392491467577,43.148464163822524,nonspeech
43.148464163822524,51.134812286689424,speech
51.134812286689424,51.407849829351534,nonspeech
51.407849829351534,52.92662116040955,speech
52.92662116040955,53.250853242320815,nonspeech
53.250853242320815,57.39761092150171,speech
57.39761092150171,58.148464163822524,nonspeech
58.148464163822524,61.419,speech
