start,stop,label
0.0,1.0494880546075085,nonspeech
1.0494880546075085,1.6467576791808873,speech
1.6467576791808873,3.8481228668941982,nonspeech
3.8481228668941982,13.336177474402731,speech
13.336177474402731,16.52730375426621,nonspeech
16.52730375426621,20.05972696245734,speech
20.05972696245734,22.2098976109215,nonspeech
22.2098976109215,29.257679180887372,speech
29.257679180887372,34.598976109215016,nonspeech
34.598976109215016,42.124573378839585,speech
42.124573378839585,43.540955631399314,nonspeech
43.540955631399314,51.54436860068259,speech
51.54436860068259,53.69453924914676,nonspeech
53.69453924914676,58.21672354948805,speech
58.21672354948805,60.02559726962457,nonspeech
60.02559726962457,61.525,speech
