start,stop,label
0.0,0.11092150170648464,nonspeech
0.11092150170648464,4.564846416382252,speech
4.564846416382252,4.735494880546075,nonspeech
4.735494880546075,7.397610921501706,speech
7.397610921501706,7.994880546075086,nonspeech
7.994880546075086,16.936860068259385,speech
16.936860068259385,17.261092150170647,nonspeech
17.261092150170647,28.33617747440273,speech
28.33617747440273,28.47269624573379,nonspeech
28.47269624573379,41.28839590443687,speech
41.28839590443687,41.83447098976109,nonspeech
41.83447098976109,57.31228668941979,speech
57.31228668941979,57.51706484641639,nonspeech
57.51706484641639,61.312,speech
