start,stop,label
0.0,20.50341296928328,speech
20.50341296928328,21.970989761092152,nonspeech
21.970989761092152,24.325938566552903,speech
24.325938566552903,25.844709897610922,nonspeech
25.844709897610922,27.090443686006825,speech
27.090443686006825,28.02901023890785,nonspeech
28.02901023890785,30.878839590443686,speech
30.878839590443686,31.4419795221843,nonspeech
31.4419795221843,37.70477815699658,speech
37.70477815699658,38.33617747440273,nonspeech
38.33617747440273,41.56143344709898,speech
41.56143344709898,42.72184300341297,nonspeech
42.72184300341297,48.57508532423208,speech
48.57508532423208,50.622866894197955,nonspeech
50.622866894197955,58.95051194539249,speech
58.95051194539249,60.032,nonspeech
