start,stop,label
0.0,1.8686006825938568,nonspeech
1.8686006825938568,4.803754266211604,speech
4.803754266211604,10.332764505119455,nonspeech
10.332764505119455,11.13481228668942,speech
11.13481228668942,12.363481228668942,nonspeech
12.363481228668942,16.953924914675767,speech
16.953924914675767,24.974402730375427,nonspeech
24.974402730375427,27.841296928327647,speech
27.841296928327647,34.87201365187714,nonspeech
34.87201365187714,40.742320819112635,speech
40.742320819112635,40.98122866894198,nonspeech
40.98122866894198,41.93686006825939,speech
41.93686006825939,46.732081911262796,nonspeech
46.732081911262796,60.651,speech
