start,stop,label
0.0,4.2406143344709895,speech
4.2406143344709895,4.6331058020477816,nonspeech
4.6331058020477816,5.520477815699659,speech
5.520477815699659,6.066552901023891,nonspeech
6.066552901023891,8.93344709897611,speech
8.93344709897611,22.19283276450512,nonspeech
22.19283276450512,26.59556313993174,speech
26.59556313993174,29.872013651877133,nonspeech
29.872013651877133,31.80034129692833,speech
31.80034129692833,32.738907849829346,nonspeech
32.738907849829346,51.49317406143345,speech
51.49317406143345,52.05631399317406,nonspeech
52.05631399317406,61.056,speech
