start,stop,label
0.0,11.936860068259385,speech
11.936860068259385,13.489761092150172,nonspeech
13.489761092150172,27.738907849829353,speech
27.738907849829353,28.967576791808874,nonspeech
28.967576791808874,29.650170648464165,speech
29.650170648464165,30.588737201365188,nonspeech
30.588737201365188,32.43174061433447,speech
32.43174061433447,34.104095563139936,nonspeech
34.104095563139936,48.95051194539249,speech
48.95051194539249,54.718430034129696,nonspeech
54.718430034129696,57.51706484641639,speech
57.51706484641639,61.931,nonspeech
