start,stop,label
0.0,24.206484641638227,nonspeech
24.206484641638227,26.032423208191126,speech
26.032423208191126,27.175767918088738,nonspeech
27.175767918088738,30.00853242320819,speech
30.00853242320819,31.57849829351536,nonspeech
31.57849829351536,33.40443686006826,speech
33.40443686006826,36.356655290102395,nonspeech
36.356655290102395,38.81399317406144,speech
38.81399317406144,39.25767918088738,nonspeech
39.25767918088738,42.03924914675768,speech
42.03924914675768,48.31911262798634,nonspeech
48.31911262798634,54.24061433447099,speech
54.24061433447099,55.58873720136519,nonspeech
55.58873720136519,59.68430034129693,speech
59.68430034129693,60.011,nonspeech
