start,stop,label
0.0,0.933,speech
0.933,1.429,nonspeech
1.429,2.837,speech
2.837,3.291,nonspeech
3.291,5.6,speech
5.6,6.074,nonspeech
6.074,8.725,speech
8.725,9.447,nonspeech
9.447,12.161,speech
12.161,12.877,nonspeech
12.877,14.897,speech
14.897,15.555,nonspeech
15.555,19.418,speech
19.418,19.818,nonspeech
19.818,23.212,speech
23.212,25.226,nonspeech
25.226,26.091,speech
26.091,30.049,nonspeech
30.049,30.972,speech
30.972,32.101,nonspeech
32.101,34.378,speech
34.378,34.985,nonspeech
34.985,36.488,speech
36.488,36.878,nonspeech
36.878,39.345,speech
39.345,39.862,nonspeech
39.862,40.211,speech
40.211,42.462,nonspeech
42.462,48.828,speech
48.828,49.518,nonspeech
49.518,52.217,speech
52.217,53.259,nonspeech
53.259,57.447,speech
57.447,58.944,nonspeech
58.944,60.477,speech
60.477,61.605,nonspeech
61.605,61.973,speech
