start,stop,label
0.0,0.3,speech
0.3,1.375,nonspeech
1.375,2.498,speech
2.498,2.988,nonspeech
2.988,5.566,speech
5.566,17.388,nonspeech
17.388,21.056,speech
21.056,21.913,nonspeech
21.913,23.468,speech
23.468,23.89,nonspeech
23.89,25.069,speech
25.069,25.709,nonspeech
25.709,27.127,speech
27.127,29.599,nonspeech
29.599,32.034,speech
32.034,32.709,nonspeech
32.709,34.775,speech
34.775,35.139,nonspeech
35.139,35.725,speech
35.725,36.559,nonspeech
36.559,40.101,speech
40.101,41.391,nonspeech
41.391,42.435,speech
42.435,43.258,nonspeech
43.258,46.204,speech
46.204,47.338,nonspeech
47.338,48.909,speech
48.909,49.315,nonspeech
49.315,49.938,speech
49.938,50.534,nonspeech
50.534,51.641,speech
51.641,52.347,nonspeech
52.347,55.478,speech
55.478,56.448,nonspeech
56.448,57.006,speech
57.006,58.292,nonspeech
58.292,59.462,speech
59.462,60.441,nonspeech
60.441,60.779,speech
