start,stop,label
0.0,1.913,speech
1.913,2.334,nonspeech
2.334,4.236,speech
4.236,4.647,nonspeech
4.647,7.745,speech
7.745,9.247,nonspeech
9.247,14.305,speech
14.305,15.279,nonspeech
15.279,18.011,speech
18.011,18.438,nonspeech
18.438,25.103,speech
25.103,26.425,nonspeech
26.425,31.32,speech
31.32,32.895,nonspeech
32.895,36.167,speech
36.167,37.569,nonspeech
37.569,39.796,speech
39.796,41.24,nonspeech
41.24,43.648,speech
43.648,44.317,nonspeech
44.317,47.903,speech
47.903,49.01,nonspeech
49.01,50.648,speech
50.648,51.122,nonspeech
51.122,53.945,speech
53.945,54.945,nonspeech
54.945,61.024,speech
61.024,61.419,nonspeech
