start,stop,label
0.0,7.576,nonspeech
7.576,10.275,speech
10.275,10.749,nonspeech
10.749,12.63,speech
12.63,13.031,nonspeech
13.031,15.934,speech
15.934,16.334,nonspeech
16.334,18.509,speech
18.509,19.022,nonspeech
19.022,20.046,speech
20.046,20.762,nonspeech
20.762,21.706,speech
21.706,22.111,nonspeech
22.111,25.288,speech
25.288,25.837,nonspeech
25.837,27.754,speech
27.754,28.678,nonspeech
28.678,30.575,speech
30.575,31.302,nonspeech
31.302,33.856,speech
33.856,34.667,nonspeech
34.667,34.794,speech
34.794,35.768,nonspeech
35.768,38.353,speech
38.353,39.191,nonspeech
39.191,42.42,speech
42.42,43.121,nonspeech
43.121,48.152,speech
48.152,52.3,nonspeech
52.3,55.826,speech
55.826,56.405,nonspeech
56.405,60.309,speech
