start,stop,label
0.0,0.991,nonspeech
0.991,1.728,speech
1.728,3.872,nonspeech
3.872,5.758,speech
5.758,6.335,nonspeech
6.335,8.069,speech
8.069,8.665,nonspeech
8.665,9.884,speech
9.884,10.391,nonspeech
10.391,13.127,speech
13.127,16.542,nonspeech
16.542,18.545,speech
18.545,19.078,nonspeech
19.078,20.038,speech
20.038,22.188,nonspeech
22.188,29.102,speech
29.102,34.604,nonspeech
34.604,36.154,speech
36.154,36.887,nonspeech
36.887,37.494,speech
37.494,38.148,nonspeech
38.148,39.688,speech
39.688,40.364,nonspeech
40.364,42.104,speech
42.104,43.58,nonspeech
43.58,44.287,speech
44.287,45.236,nonspeech
45.236,47.418,speech
47.418,48.32,nonspeech
48.32,51.535,speech
51.535,53.712,nonspeech
53.712,54.903,speech
54.903,55.603,nonspeech
55.603,58.146,speech
58.146,60.024,nonspeech
60.024,61.525,speech
