start,stop,label
0.0,0.595,nonspeech
0.595,10.68,speech
10.68,11.043,nonspeech
11.043,12.266,speech
12.266,12.65,nonspeech
12.65,15.348,speech
15.348,15.739,nonspeech
15.739,18.395,speech
18.395,18.821,nonspeech
18.821,22.423,speech
22.423,22.829,nonspeech
22.829,26.064,speech
26.064,27.175,nonspeech
27.175,27.8,speech
27.8,29.828,nonspeech
29.828,34.296,speech
34.296,34.747,nonspeech
34.747,37.613,speech
37.613,38.013,nonspeech
38.013,39.463,speech
39.463,39.937,nonspeech
39.937,40.859,speech
40.859,41.397,nonspeech
41.397,46.471,speech
46.471,47.019,nonspeech
47.019,50.139,speech
50.139,50.596,nonspeech
50.596,56.583,speech
56.583,57.01,nonspeech
57.01,58.574,speech
58.574,58.927,nonspeech
58.927,60.181,speech
