start,stop,label
0.0,3.762,speech
3.762,4.241,nonspeech
4.241,8.593,speech
8.593,9.484,nonspeech
9.484,13.304,speech
13.304,13.768,nonspeech
13.768,17.43,speech
17.43,17.936,nonspeech
17.936,20.37,speech
20.37,20.975,nonspeech
20.975,24.737,speech
24.737,25.501,nonspeech
25.501,31.814,speech
31.814,32.172,nonspeech
32.172,34.274,speech
34.274,34.68,nonspeech
34.68,36.259,speech
36.259,36.714,nonspeech
36.714,42.567,speech
42.567,42.962,nonspeech
42.962,50.688,speech
50.688,51.082,nonspeech
51.082,54.939,speech
54.939,55.556,nonspeech
55.556,61.312,speech
