start,stop,label
0.0,24.989,speech
24.989,25.416,nonspeech
25.416,25.664,speech
25.664,26.07,nonspeech
26.07,31.217,speech
31.217,31.713,nonspeech
31.713,34.623,speech
34.623,39.162,nonspeech
39.162,41.185,speech
41.185,42.507,nonspeech
42.507,44.718,speech
44.718,45.171,nonspeech
45.171,49.128,speech
49.128,49.465,nonspeech
49.465,51.04,speech
51.04,51.799,nonspeech
51.799,52.5,speech
52.5,52.884,nonspeech
52.884,55.242,speech
55.242,55.601,nonspeech
55.601,56.459,speech
56.459,58.502,nonspeech
58.502,58.973,speech
58.973,59.315,nonspeech
59.315,60.864,speech
