start,stop,label
0.0,3.936,speech
3.936,4.299,nonspeech
4.299,8.757,speech
8.757,9.115,nonspeech
9.115,12.497,speech
12.497,12.881,nonspeech
12.881,18.997,speech
18.997,19.344,nonspeech
19.344,23.064,speech
23.064,23.43,nonspeech
23.43,24.515,speech
24.515,26.033,nonspeech
26.033,29.45,speech
29.45,29.94,nonspeech
29.94,33.107,speech
33.107,33.592,nonspeech
33.592,36.526,speech
36.526,37.111,nonspeech
37.111,39.406,speech
39.406,40.159,nonspeech
40.159,42.671,speech
42.671,43.13,nonspeech
43.13,45.669,speech
45.669,46.107,nonspeech
46.107,49.984,speech
49.984,51.386,nonspeech
51.386,56.353,speech
56.353,56.732,nonspeech
56.732,60.995,speech
60.995,61.348,nonspeech
61.348,61.952,speech
