start,stop,label
0.0,9.579,nonspeech
9.579,10.095,speech
10.095,10.564,nonspeech
10.564,12.429,speech
12.429,13.593,nonspeech
13.593,17.082,speech
17.082,17.728,nonspeech
17.728,21.468,speech
21.468,23.06,nonspeech
23.06,28.03,speech
28.03,30.488,nonspeech
30.488,37.242,speech
37.242,37.619,nonspeech
37.619,47.837,speech
47.837,48.254,nonspeech
48.254,50.245,speech
50.245,50.626,nonspeech
50.626,55.017,speech
55.017,55.397,nonspeech
55.397,56.087,speech
56.087,56.645,nonspeech
56.645,57.985,speech
57.985,58.649,nonspeech
58.649,59.351,speech
59.351,60.184,nonspeech
60.184,60.416,speech
