start,stop,label
0.0,1.254,speech
1.254,1.812,nonspeech
1.812,2.698,speech
2.698,2.972,nonspeech
2.972,3.325,speech
3.325,3.456,nonspeech
3.456,4.737,speech
4.737,5.105,nonspeech
5.105,6.375,speech
6.375,6.781,nonspeech
6.781,9.188,speech
9.188,9.72,nonspeech
9.72,12.396,speech
12.396,12.939,nonspeech
12.939,14.446,speech
14.446,14.771,nonspeech
14.771,16.81,speech
16.81,17.184,nonspeech
17.184,18.217,speech
18.217,19.386,nonspeech
19.386,21.901,speech
21.901,22.5,nonspeech
22.5,31.071,speech
31.071,31.511,nonspeech
31.511,32.391,speech
32.391,33.898,nonspeech
33.898,40.411,speech
40.411,41.043,nonspeech
41.043,57.706,speech
57.706,60.267,nonspeech
