start,stop,label
0.0,0.395,speech
0.395,1.122,nonspeech
1.122,3.667,speech
3.667,4.125,nonspeech
4.125,5.917,speech
5.917,6.243,nonspeech
6.243,7.618,speech
7.618,7.956,nonspeech
7.956,11.803,speech
11.803,12.213,nonspeech
12.213,17.035,speech
17.035,17.372,nonspeech
17.372,20.597,speech
20.597,21.034,nonspeech
21.034,24.958,speech
24.958,25.327,nonspeech
25.327,30.063,speech
30.063,30.416,nonspeech
30.416,33.593,speech
33.593,33.978,nonspeech
33.978,36.499,speech
36.499,36.857,nonspeech
36.857,38.511,speech
38.511,38.817,nonspeech
38.817,42.742,speech
42.742,43.1,nonspeech
43.1,46.018,speech
46.018,46.541,nonspeech
46.541,49.449,speech
49.449,49.802,nonspeech
49.802,51.92,speech
51.92,52.237,nonspeech
52.237,55.973,speech
55.973,56.521,nonspeech
56.521,59.468,speech
59.468,60.011,nonspeech
