start,stop,label
0.0,2.028,speech
2.028,3.019,nonspeech
3.019,4.615,speech
4.615,6.006,nonspeech
6.006,6.912,speech
6.912,7.265,nonspeech
7.265,9.957,speech
9.957,11.101,nonspeech
11.101,12.85,speech
12.85,13.378,nonspeech
13.378,15.896,speech
15.896,16.334,nonspeech
16.334,17.709,speech
17.709,19.759,nonspeech
19.759,21.475,speech
21.475,22.06,nonspeech
22.06,25.785,speech
25.785,26.423,nonspeech
26.423,29.969,speech
29.969,32.408,nonspeech
32.408,34.932,speech
34.932,35.58,nonspeech
35.58,36.477,speech
36.477,37.162,nonspeech
37.162,37.868,speech
37.868,38.706,nonspeech
38.706,39.607,speech
39.607,40.513,nonspeech
40.513,41.701,speech
41.701,42.207,nonspeech
42.207,45.416,speech
45.416,46.064,nonspeech
46.064,47.571,speech
47.571,48.345,nonspeech
48.345,49.941,speech
49.941,50.852,nonspeech
50.852,53.841,speech
53.841,55.311,nonspeech
55.311,56.154,speech
56.154,57.219,nonspeech
57.219,58.962,speech
58.962,60.032,nonspeech
