start,stop,label
0.0,0.659,speech
0.659,1.035,nonspeech
1.035,5.872,speech
5.872,6.272,nonspeech
6.272,9.697,speech
9.697,10.035,nonspeech
10.035,12.057,speech
12.057,12.399,nonspeech
12.399,15.821,speech
15.821,16.266,nonspeech
16.266,21.583,speech
21.583,24.202,nonspeech
24.202,26.34,speech
26.34,26.74,nonspeech
26.74,29.915,speech
29.915,30.588,nonspeech
30.588,35.041,speech
35.041,35.472,nonspeech
35.472,38.879,speech
38.879,39.244,nonspeech
39.244,40.653,speech
40.653,41.824,nonspeech
41.824,46.166,speech
46.166,46.677,nonspeech
46.677,50.039,speech
50.039,52.021,nonspeech
52.021,55.855,speech
55.855,56.877,nonspeech
56.877,60.224,speech
