start,stop,label
0.0,0.321,nonspeech
0.321,2.597,speech
2.597,2.972,nonspeech
2.972,5.753,speech
5.753,6.322,nonspeech
6.322,9.708,speech
9.708,10.234,nonspeech
10.234,11.246,speech
11.246,11.773,nonspeech
11.773,13.944,speech
13.944,14.313,nonspeech
14.313,17.269,speech
17.269,17.796,nonspeech
17.796,20.32,speech
20.32,22.017,nonspeech
22.017,24.298,speech
24.298,25.905,nonspeech
25.905,26.98,speech
26.98,28.055,nonspeech
28.055,29.077,speech
29.077,29.478,nonspeech
29.478,30.516,speech
30.516,31.443,nonspeech
31.443,34.172,speech
34.172,34.678,nonspeech
34.678,37.402,speech
37.402,38.393,nonspeech
38.393,41.617,speech
41.617,42.766,nonspeech
42.766,44.083,speech
44.083,45.037,nonspeech
45.037,45.891,speech
45.891,46.507,nonspeech
46.507,48.652,speech
48.652,50.617,nonspeech
50.617,57.197,speech
57.197,57.624,nonspeech
57.624,58.825,speech
58.825,60.032,nonspeech
