start,stop,label
0.0,1.401,nonspeech
1.401,6.881,speech
6.881,7.339,nonspeech
7.339,8.456,speech
8.456,9.223,nonspeech
9.223,11.625,speech
11.625,13.813,nonspeech
13.813,19.049,speech
19.049,19.465,nonspeech
19.465,25.633,speech
25.633,26.039,nonspeech
26.039,33.042,speech
33.042,33.495,nonspeech
33.495,37.477,speech
37.477,37.845,nonspeech
37.845,45.735,speech
45.735,46.212,nonspeech
46.212,51.153,speech
51.153,51.675,nonspeech
51.675,53.166,speech
53.166,53.651,nonspeech
53.651,57.24,speech
57.24,57.702,nonspeech
57.702,58.435,speech
58.435,58.841,nonspeech
58.841,61.291,speech
