start,stop,label
0.0,3.467,speech
3.467,3.905,nonspeech
3.905,4.596,speech
4.596,5.228,nonspeech
5.228,6.604,speech
6.604,7.263,nonspeech
7.263,7.677,speech
7.677,8.166,nonspeech
8.166,10.839,speech
10.839,11.798,nonspeech
11.798,13.086,speech
13.086,13.697,nonspeech
13.697,14.155,speech
14.155,14.558,nonspeech
14.558,14.908,speech
14.908,15.461,nonspeech
15.461,16.042,speech
16.042,17.559,nonspeech
17.559,23.701,speech
23.701,24.118,nonspeech
24.118,27.085,speech
27.085,27.787,nonspeech
27.787,35.28,speech
35.28,35.639,nonspeech
35.639,35.803,speech
35.803,36.162,nonspeech
36.162,43.165,speech
43.165,43.524,nonspeech
43.524,45.322,speech
45.322,45.787,nonspeech
45.787,53.408,speech
53.408,53.882,nonspeech
53.882,57.828,speech
57.828,58.202,nonspeech
58.202,59.972,speech
59.972,60.389,nonspeech
60.389,61.205,speech
