start,stop,label
0.0,1.296,speech
1.296,2.087,nonspeech
2.087,5.281,speech
5.281,5.818,nonspeech
5.818,9.302,speech
9.302,9.893,nonspeech
9.893,14.543,speech
14.543,18.546,nonspeech
18.546,19.3,speech
19.3,21.351,nonspeech
21.351,22.681,speech
22.681,25.237,nonspeech
25.237,25.582,speech
25.582,28.535,nonspeech
28.535,29.19,speech
29.19,30.985,nonspeech
30.985,31.613,speech
31.613,33.606,nonspeech
33.606,35.202,speech
35.202,36.097,nonspeech
36.097,37.32,speech
37.32,38.626,nonspeech
38.626,40.007,speech
40.007,40.681,nonspeech
40.681,43.031,speech
43.031,45.071,nonspeech
45.071,46.721,speech
46.721,50.464,nonspeech
50.464,53.41,speech
53.41,54.654,nonspeech
54.654,55.839,speech
55.839,60.707,nonspeech
60.707,61.419,speech
