start,stop,label
0.0,0.379,speech
0.379,1.25,nonspeech
1.25,2.469,speech
2.469,3.217,nonspeech
3.217,4.953,speech
4.953,5.302,nonspeech
5.302,6.863,speech
6.863,8.092,nonspeech
8.092,13.868,speech
13.868,14.954,nonspeech
14.954,15.877,speech
15.877,16.528,nonspeech
16.528,18.99,speech
18.99,21.052,nonspeech
21.052,23.297,speech
23.297,23.687,nonspeech
23.687,24.868,speech
24.868,25.357,nonspeech
25.357,25.98,speech
25.98,26.561,nonspeech
26.561,29.307,speech
29.307,29.93,nonspeech
29.93,31.555,speech
31.555,32.836,nonspeech
32.836,35.831,speech
35.831,36.325,nonspeech
36.325,38.66,speech
38.66,39.832,nonspeech
39.832,40.428,speech
40.428,41.25,nonspeech
41.25,44.886,speech
44.886,45.366,nonspeech
45.366,46.79,speech
46.79,48.229,nonspeech
48.229,48.746,speech
48.746,49.306,nonspeech
49.306,50.493,speech
50.493,50.831,nonspeech
50.831,51.745,speech
51.745,52.472,nonspeech
52.472,54.274,speech
54.274,55.538,nonspeech
55.538,57.236,speech
57.236,57.688,nonspeech
57.688,59.853,speech
59.853,60.501,nonspeech
