start,stop,label
0.0,2.039,speech
2.039,2.592,nonspeech
2.592,4.584,speech
4.584,5.074,nonspeech
5.074,19.898,speech
19.898,20.298,nonspeech
20.298,21.758,speech
21.758,22.153,nonspeech
22.153,24.787,speech
24.787,25.209,nonspeech
25.209,29.43,speech
29.43,29.82,nonspeech
29.82,33.129,speech
33.129,33.445,nonspeech
33.445,38.795,speech
38.795,39.185,nonspeech
39.185,40.977,speech
40.977,41.467,nonspeech
41.467,45.57,speech
45.57,46.014,nonspeech
46.014,48.987,speech
48.987,49.309,nonspeech
49.309,52.28,speech
52.28,52.644,nonspeech
52.644,55.234,speech
55.234,55.645,nonspeech
55.645,61.163,speech
61.163,61.632,nonspeech
