start,stop,label
0.0,0.458,nonspeech
0.458,8.973,speech
8.973,9.337,nonspeech
9.337,11.042,speech
11.042,12.371,nonspeech
12.371,15.655,speech
15.655,16.021,nonspeech
16.021,17.883,speech
17.883,19.559,nonspeech
19.559,20.569,speech
20.569,21.201,nonspeech
21.201,29.327,speech
29.327,29.728,nonspeech
29.728,38.312,speech
38.312,38.67,nonspeech
38.67,40.327,speech
40.327,40.674,nonspeech
40.674,43.335,speech
43.335,44.203,nonspeech
44.203,48.444,speech
48.444,48.797,nonspeech
48.797,50.664,speech
50.664,51.378,nonspeech
51.378,52.604,speech
52.604,52.951,nonspeech
52.951,56.482,speech
56.482,56.961,nonspeech
56.961,61.931,speech
