start,stop,label
0.0,0.996,speech
0.996,1.438,nonspeech
1.438,3.683,speech
3.683,10.29,nonspeech
10.29,12.653,speech
12.653,13.602,nonspeech
13.602,15.348,speech
15.348,23.994,nonspeech
23.994,27.929,speech
27.929,34.733,nonspeech
34.733,36.698,speech
36.698,37.788,nonspeech
37.788,38.468,speech
38.468,41.778,nonspeech
41.778,43.921,speech
43.921,44.387,nonspeech
44.387,45.296,speech
45.296,45.897,nonspeech
45.897,47.065,speech
47.065,47.728,nonspeech
47.728,48.986,speech
48.986,49.388,nonspeech
49.388,50.779,speech
50.779,53.245,nonspeech
53.245,55.948,speech
55.948,57.67,nonspeech
57.67,59.123,speech
59.123,59.873,nonspeech
59.873,60.373,speech
