start,stop,label
0.0,8.256,nonspeech
8.256,9.001,speech
9.001,12.82,nonspeech
12.82,16.455,speech
16.455,17.835,nonspeech
17.835,19.252,speech
19.252,19.868,nonspeech
19.868,20.648,speech
20.648,21.802,nonspeech
21.802,21.928,speech
21.928,24.183,nonspeech
24.183,25.037,speech
25.037,26.544,nonspeech
26.544,27.951,speech
27.951,28.636,nonspeech
28.636,29.922,speech
29.922,34.148,nonspeech
34.148,34.627,speech
34.627,35.475,nonspeech
35.475,47.809,speech
47.809,49.135,nonspeech
49.135,49.957,speech
49.957,52.781,nonspeech
52.781,53.72,speech
53.72,60.616,nonspeech
60.616,60.864,speech
