start,stop,label
0.0,3.277,speech
3.277,4.436,nonspeech
4.436,5.448,speech
5.448,6.913,nonspeech
6.913,9.684,speech
9.684,10.733,nonspeech
10.733,13.568,speech
13.568,13.963,nonspeech
13.963,15.143,speech
15.143,15.702,nonspeech
15.702,17.14,speech
17.14,19.885,nonspeech
19.885,22.182,speech
22.182,24.199,nonspeech
24.199,29.232,speech
29.232,29.632,nonspeech
29.632,32.008,speech
32.008,33.615,nonspeech
33.615,35.39,speech
35.39,36.687,nonspeech
36.687,38.8,speech
38.8,40.196,nonspeech
40.196,45.121,speech
45.121,45.6,nonspeech
45.6,46.517,speech
46.517,47.149,nonspeech
47.149,48.544,speech
48.544,49.503,nonspeech
49.503,50.409,speech
50.409,53.444,nonspeech
53.444,55.797,speech
55.797,56.92,nonspeech
56.92,58.39,speech
58.39,58.832,nonspeech
58.832,61.888,speech
