start,stop,label
0.0,1.233,nonspeech
1.233,5.836,speech
5.836,6.309,nonspeech
6.309,9.344,speech
9.344,10.045,nonspeech
10.045,13.602,speech
13.602,15.433,nonspeech
15.433,15.934,speech
15.934,17.346,nonspeech
17.346,17.799,speech
17.799,18.228,nonspeech
18.228,20.461,speech
20.461,20.899,nonspeech
20.899,23.09,speech
23.09,27.221,nonspeech
27.221,28.253,speech
28.253,28.93,nonspeech
28.93,31.438,speech
31.438,31.928,nonspeech
31.928,35.664,speech
35.664,36.163,nonspeech
36.163,41.662,speech
41.662,42.677,nonspeech
42.677,46.763,speech
46.763,47.99,nonspeech
47.99,53.296,speech
53.296,54.402,nonspeech
54.402,55.013,speech
55.013,56.167,nonspeech
56.167,60.245,speech
