start,stop,label
0.0,1.733,speech
1.733,4.911,nonspeech
4.911,5.239,speech
5.239,6.963,nonspeech
6.963,7.681,speech
7.681,10.564,nonspeech
10.564,11.603,speech
11.603,15.429,nonspeech
15.429,17.332,speech
17.332,17.965,nonspeech
17.965,18.708,speech
18.708,19.156,nonspeech
19.156,20.474,speech
20.474,20.89,nonspeech
20.89,24.69,speech
24.69,25.032,nonspeech
25.032,25.887,speech
25.887,26.973,nonspeech
26.973,33.013,speech
33.013,35.09,nonspeech
35.09,35.532,speech
35.532,36.902,nonspeech
36.902,37.556,speech
37.556,38.168,nonspeech
38.168,49.425,speech
49.425,49.801,nonspeech
49.801,50.09,speech
50.09,51.603,nonspeech
51.603,53.49,speech
53.49,55.612,nonspeech
55.612,56.449,speech
56.449,61.781,nonspeech
