start,stop,label
0.0,15.923,speech
15.923,18.133,nonspeech
18.133,18.667,speech
18.667,19.094,nonspeech
19.094,25.297,speech
25.297,25.697,nonspeech
25.697,31.324,speech
31.324,31.875,nonspeech
31.875,35.239,speech
35.239,35.971,nonspeech
35.971,37.61,speech
37.61,37.921,nonspeech
37.921,39.078,speech
39.078,39.615,nonspeech
39.615,40.455,speech
40.455,41.059,nonspeech
41.059,45.013,speech
45.013,45.629,nonspeech
45.629,50.577,speech
50.577,51.457,nonspeech
51.457,51.699,speech
51.699,52.605,nonspeech
52.605,58.693,speech
58.693,59.141,nonspeech
59.141,61.696,speech
