start,stop,label
0.0,1.652,nonspeech
1.652,2.497,speech
2.497,3.145,nonspeech
3.145,9.036,speech
9.036,10.605,nonspeech
10.605,13.45,speech
13.45,13.855,nonspeech
13.855,16.7,speech
16.7,17.053,nonspeech
17.053,22.481,speech
22.481,26.732,nonspeech
26.732,32.163,speech
32.163,32.763,nonspeech
32.763,33.933,speech
33.933,34.565,nonspeech
34.565,35.945,speech
35.945,36.635,nonspeech
36.635,41.022,speech
41.022,41.57,nonspeech
41.57,42.439,speech
42.439,42.781,nonspeech
42.781,44.444,speech
44.444,44.818,nonspeech
44.818,46.114,speech
46.114,47.083,nonspeech
47.083,49.076,speech
49.076,51.168,nonspeech
51.168,53.82,speech
53.82,54.833,nonspeech
54.833,58.782,speech
58.782,59.319,nonspeech
59.319,61.013,speech
