start,stop,label
0.0,1.18,speech
1.18,1.585,nonspeech
1.585,7.65,speech
7.65,8.124,nonspeech
8.124,10.137,speech
10.137,12.292,nonspeech
12.292,16.931,speech
16.931,17.44,nonspeech
17.44,18.252,speech
18.252,19.693,nonspeech
19.693,20.347,speech
20.347,21.313,nonspeech
21.313,22.218,speech
22.218,22.809,nonspeech
22.809,23.641,speech
23.641,24.994,nonspeech
24.994,27.025,speech
27.025,27.51,nonspeech
27.51,31.277,speech
31.277,32.062,nonspeech
32.062,33.974,speech
33.974,34.654,nonspeech
34.654,38.197,speech
38.197,38.577,nonspeech
38.577,38.995,speech
38.995,39.952,nonspeech
39.952,41.161,speech
41.161,41.776,nonspeech
41.776,42.444,speech
42.444,42.892,nonspeech
42.892,45.714,speech
45.714,47.171,nonspeech
47.171,54.375,speech
54.375,54.912,nonspeech
54.912,60.949,speech
