start,stop,label
0.0,0.601,nonspeech
0.601,1.349,speech
1.349,2.213,nonspeech
2.213,4.647,speech
4.647,5.19,nonspeech
5.19,6.212,speech
6.212,6.968,nonspeech
6.968,7.464,speech
7.464,8.041,nonspeech
8.041,12.109,speech
12.109,12.415,nonspeech
12.415,13.674,speech
13.674,16.644,nonspeech
16.644,17.518,speech
17.518,18.788,nonspeech
18.788,24.701,speech
24.701,25.097,nonspeech
25.097,26.684,speech
26.684,27.348,nonspeech
27.348,32.35,speech
32.35,32.686,nonspeech
32.686,35.564,speech
35.564,36.288,nonspeech
36.288,40.714,speech
40.714,41.112,nonspeech
41.112,46.916,speech
46.916,60.715,nonspeech
