start,stop,label
0.0,4.515,speech
4.515,4.984,nonspeech
4.984,10.383,speech
10.383,10.923,nonspeech
10.923,13.431,speech
13.431,15.085,nonspeech
15.085,17.993,speech
17.993,18.515,nonspeech
18.515,24.551,speech
24.551,25.542,nonspeech
25.542,29.971,speech
29.971,30.472,nonspeech
30.472,32.39,speech
32.39,32.869,nonspeech
32.869,35.451,speech
35.451,36.189,nonspeech
36.189,37.132,speech
37.132,37.601,nonspeech
37.601,41.493,speech
41.493,41.836,nonspeech
41.836,50.739,speech
50.739,51.202,nonspeech
51.202,54.821,speech
54.821,55.543,nonspeech
55.543,57.34,speech
57.34,57.861,nonspeech
57.861,60.032,speech
