start,stop,label
0.0,0.627,speech
0.627,0.911,nonspeech
0.911,5.464,speech
5.464,5.769,nonspeech
5.769,7.766,speech
7.766,8.462,nonspeech
8.462,11.266,speech
11.266,11.577,nonspeech
11.577,13.426,speech
13.426,13.968,nonspeech
13.968,24.426,speech
24.426,24.99,nonspeech
24.99,32.383,speech
32.383,32.805,nonspeech
32.805,35.409,speech
35.409,35.793,nonspeech
35.793,38.527,speech
38.527,39.064,nonspeech
39.064,40.417,speech
40.417,40.891,nonspeech
40.891,42.778,speech
42.778,43.199,nonspeech
43.199,44.427,speech
44.427,44.675,nonspeech
44.675,51.126,speech
51.126,51.462,nonspeech
51.462,56.239,speech
56.239,56.56,nonspeech
56.56,58.802,speech
58.802,59.391,nonspeech
59.391,61.888,speech
