start,stop,label
0.0,26.377,nonspeech
26.377,27.557,speech
27.557,27.952,nonspeech
27.952,29.037,speech
29.037,29.717,nonspeech
29.717,32.083,speech
32.083,34.571,nonspeech
34.571,35.217,speech
35.217,35.772,nonspeech
35.772,37.842,speech
37.842,38.585,nonspeech
38.585,39.95,speech
39.95,40.532,nonspeech
40.532,42.852,speech
42.852,44.522,nonspeech
44.522,51.508,speech
51.508,53.362,nonspeech
53.362,56.981,speech
56.981,57.339,nonspeech
57.339,58.33,speech
58.33,59.219,nonspeech
59.219,60.501,speech
