start,stop,label
0.0,0.664,speech
0.664,1.47,nonspeech
1.47,4.167,speech
4.167,5.042,nonspeech
5.042,7.176,speech
7.176,7.871,nonspeech
7.871,9.12,speech
9.12,9.452,nonspeech
9.452,11.839,speech
11.839,12.281,nonspeech
12.281,14.226,speech
14.226,14.966,nonspeech
14.966,16.012,speech
16.012,16.449,nonspeech
16.449,18.398,speech
18.398,19.22,nonspeech
19.22,30.518,speech
30.518,31.758,nonspeech
31.758,33.437,speech
33.437,33.97,nonspeech
33.97,37.268,speech
37.268,38.185,nonspeech
38.185,41.156,speech
41.156,41.637,nonspeech
41.637,43.1,speech
43.1,44.243,nonspeech
44.243,55.163,speech
55.163,55.856,nonspeech
55.856,56.441,speech
56.441,56.773,nonspeech
56.773,60.15,speech
60.15,60.519,nonspeech
60.519,61.056,speech
