start,stop,label
0.0,1.326,speech
1.326,1.712,nonspeech
1.712,3.051,speech
3.051,3.746,nonspeech
3.746,6.354,speech
6.354,6.797,nonspeech
6.797,7.856,speech
7.856,10.037,nonspeech
10.037,10.691,speech
10.691,11.365,nonspeech
11.365,12.353,speech
12.353,12.929,nonspeech
12.929,14.846,speech
14.846,15.253,nonspeech
15.253,16.85,speech
16.85,17.158,nonspeech
17.158,18.349,speech
18.349,18.821,nonspeech
18.821,20.923,speech
20.923,21.613,nonspeech
21.613,24.558,speech
24.558,24.99,nonspeech
24.99,29.112,speech
29.112,29.818,nonspeech
29.818,31.119,speech
31.119,32.499,nonspeech
32.499,34.149,speech
34.149,34.554,nonspeech
34.554,36.557,speech
36.557,37.592,nonspeech
37.592,41.549,speech
41.549,42.616,nonspeech
42.616,45.034,speech
45.034,45.63,nonspeech
45.63,49.3,speech
49.3,49.826,nonspeech
49.826,50.805,speech
50.805,51.904,nonspeech
51.904,54.167,speech
54.167,54.972,nonspeech
54.972,60.032,speech
