start,stop,label
0.0,4.997,nonspeech
4.997,6.149,speech
6.149,8.119,nonspeech
8.119,9.101,speech
9.101,10.264,nonspeech
10.264,12.019,speech
12.019,15.454,nonspeech
15.454,16.018,speech
16.018,16.581,nonspeech
16.581,17.208,speech
17.208,19.028,nonspeech
19.028,19.938,speech
19.938,26.316,nonspeech
26.316,28.657,speech
28.657,34.269,nonspeech
34.269,35.198,speech
35.198,39.295,nonspeech
39.295,40.903,speech
40.903,44.286,nonspeech
44.286,45.609,speech
45.609,49.811,nonspeech
49.811,50.705,speech
50.705,60.181,nonspeech
