start,stop,label
0.0,0.622,speech
0.622,1.322,nonspeech
1.322,2.218,speech
2.218,2.545,nonspeech
2.545,3.899,speech
3.899,4.183,nonspeech
4.183,11.538,speech
11.538,11.98,nonspeech
11.98,17.141,speech
17.141,17.408,nonspeech
17.408,20.105,speech
20.105,20.484,nonspeech
20.484,21.724,speech
21.724,22.983,nonspeech
22.983,29.746,speech
29.746,30.049,nonspeech
30.049,31.143,speech
31.143,31.507,nonspeech
31.507,37.978,speech
37.978,38.362,nonspeech
38.362,39.031,speech
39.031,39.511,nonspeech
39.511,42.064,speech
42.064,42.411,nonspeech
42.411,43.439,speech
43.439,43.771,nonspeech
43.771,49.603,speech
49.603,50.088,nonspeech
50.088,61.603,speech
61.603,61.973,nonspeech
