start,stop,label
0.0,2.688,speech
2.688,3.082,nonspeech
3.082,7.187,speech
7.187,7.583,nonspeech
7.583,10.687,speech
10.687,11.077,nonspeech
11.077,13.524,speech
13.524,14.167,nonspeech
14.167,19.131,speech
19.131,19.511,nonspeech
19.511,22.847,speech
22.847,23.221,nonspeech
23.221,26.626,speech
26.626,27.087,nonspeech
27.087,29.649,speech
29.649,30.012,nonspeech
30.012,32.784,speech
32.784,33.232,nonspeech
33.232,36.511,speech
36.511,36.821,nonspeech
36.821,39.493,speech
39.493,39.82,nonspeech
39.82,41.838,speech
41.838,42.198,nonspeech
42.198,44.085,speech
44.085,44.87,nonspeech
44.87,50.635,speech
50.635,51.52,nonspeech
51.52,58.026,speech
58.026,58.485,nonspeech
58.485,60.181,speech
