start,stop,label
0.0,4.663,speech
4.663,9.447,nonspeech
9.447,14.205,speech
14.205,14.932,nonspeech
14.932,17.439,speech
17.439,18.455,nonspeech
18.455,23.585,speech
23.585,24.508,nonspeech
24.508,27.311,speech
27.311,27.774,nonspeech
27.774,30.14,speech
30.14,30.545,nonspeech
30.545,31.534,speech
31.534,33.164,nonspeech
33.164,37.718,speech
37.718,38.224,nonspeech
38.224,40.322,speech
40.322,40.691,nonspeech
40.691,41.816,speech
41.816,43.123,nonspeech
43.123,50.928,speech
50.928,51.292,nonspeech
51.292,52.854,speech
52.854,53.22,nonspeech
53.22,57.251,speech
57.251,58.11,nonspeech
58.11,60.713,speech
60.713,61.108,nonspeech
61.108,61.419,speech
