start,stop,label
0.0,5.048,speech
5.048,5.592,nonspeech
5.592,12.474,speech
12.474,13.039,nonspeech
13.039,13.815,speech
13.815,14.463,nonspeech
14.463,15.128,speech
15.128,16.304,nonspeech
16.304,18.271,speech
18.271,18.773,nonspeech
18.773,21.53,speech
21.53,22.183,nonspeech
22.183,26.654,speech
26.654,27.098,nonspeech
27.098,30.023,speech
30.023,31.025,nonspeech
31.025,32.18,speech
32.18,32.576,nonspeech
32.576,33.172,speech
33.172,34.337,nonspeech
34.337,35.128,speech
35.128,36.574,nonspeech
36.574,38.851,speech
38.851,39.262,nonspeech
39.262,41.002,speech
41.002,41.393,nonspeech
41.393,43.37,speech
43.37,43.803,nonspeech
43.803,44.974,speech
44.974,45.348,nonspeech
45.348,47.156,speech
47.156,47.904,nonspeech
47.904,51.398,speech
51.398,51.754,nonspeech
51.754,53.844,speech
53.844,54.587,nonspeech
54.587,57.168,speech
57.168,57.653,nonspeech
57.653,61.099,speech
