start,stop,label
0.0,2.238,speech
2.238,2.691,nonspeech
2.691,3.943,speech
3.943,4.397,nonspeech
4.397,9.358,speech
9.358,9.749,nonspeech
9.749,15.507,speech
15.507,16.024,nonspeech
16.024,16.901,speech
16.901,17.236,nonspeech
17.236,24.743,speech
24.743,25.319,nonspeech
25.319,30.565,speech
30.565,31.11,nonspeech
31.11,32.804,speech
32.804,33.214,nonspeech
33.214,34.263,speech
34.263,35.186,nonspeech
35.186,39.295,speech
39.295,39.724,nonspeech
39.724,44.355,speech
44.355,44.966,nonspeech
44.966,50.09,speech
50.09,50.606,nonspeech
50.606,58.619,speech
58.619,60.011,nonspeech
