start,stop,label
0.0,2.592,nonspeech
2.592,2.972,speech
2.972,3.425,nonspeech
3.425,8.014,speech
8.014,8.684,nonspeech
8.684,11.178,speech
11.178,13.713,nonspeech
13.713,16.506,speech
16.506,17.69,nonspeech
17.69,18.076,speech
18.076,19.531,nonspeech
19.531,19.964,speech
19.964,21.604,nonspeech
21.604,24.872,speech
24.872,27.107,nonspeech
27.107,29.856,speech
29.856,32.895,nonspeech
32.895,33.817,speech
33.817,34.628,nonspeech
34.628,35.677,speech
35.677,38.802,nonspeech
38.802,39.921,speech
39.921,53.839,nonspeech
53.839,57.469,speech
57.469,60.193,nonspeech
60.193,60.815,speech
60.815,61.589,nonspeech
