start,stop,label
0.0,2.545,nonspeech
2.545,5.543,speech
5.543,8.109,nonspeech
8.109,8.952,speech
8.952,9.684,nonspeech
9.684,12.328,speech
12.328,18.214,nonspeech
18.214,19.779,speech
19.779,21.194,nonspeech
21.194,23.075,speech
23.075,23.902,nonspeech
23.902,24.957,speech
24.957,42.55,nonspeech
42.55,43.677,speech
43.677,44.056,nonspeech
44.056,45.331,speech
45.331,47.518,nonspeech
47.518,48.68,speech
48.68,51.085,nonspeech
51.085,52.196,speech
52.196,53.008,nonspeech
53.008,54.242,speech
54.242,54.832,nonspeech
54.832,56.481,speech
56.481,56.971,nonspeech
56.971,57.9,speech
57.9,58.92,nonspeech
58.92,60.398,speech
60.398,61.504,nonspeech
