start,stop,label
0.0,0.437,speech
0.437,0.79,nonspeech
0.79,1.665,speech
1.665,2.113,nonspeech
2.113,2.45,speech
2.45,2.861,nonspeech
2.861,4.526,speech
4.526,5.09,nonspeech
5.09,8.456,speech
8.456,8.994,nonspeech
8.994,13.5,speech
13.5,14.115,nonspeech
14.115,16.944,speech
16.944,18.37,nonspeech
18.37,18.976,speech
18.976,20.034,nonspeech
20.034,23.944,speech
23.944,24.951,nonspeech
24.951,34.53,speech
34.53,34.978,nonspeech
34.978,36.097,speech
36.097,36.544,nonspeech
36.544,51.376,speech
51.376,51.845,nonspeech
51.845,54.712,speech
54.712,55.14,nonspeech
55.14,56.405,speech
56.405,57.042,nonspeech
57.042,57.83,speech
57.83,58.923,nonspeech
58.923,61.568,speech
