start,stop,label
0.0,3.495,speech
3.495,3.867,nonspeech
3.867,5.927,speech
5.927,6.676,nonspeech
6.676,20.043,speech
20.043,21.342,nonspeech
21.342,25.321,speech
25.321,26.713,nonspeech
26.713,39.813,speech
39.813,40.176,nonspeech
40.176,43.728,speech
43.728,47.608,nonspeech
47.608,48.773,speech
48.773,49.09,nonspeech
49.09,50.338,speech
50.338,51.37,nonspeech
51.37,52.27,speech
52.27,53.187,nonspeech
53.187,53.824,speech
53.824,54.414,nonspeech
54.414,55.742,speech
55.742,56.274,nonspeech
56.274,61.227,speech
