start,stop,label
0.0,6.36,speech
6.36,6.891,nonspeech
6.891,11.855,speech
11.855,12.451,nonspeech
12.451,15.711,speech
15.711,16.138,nonspeech
16.138,18.746,speech
18.746,19.172,nonspeech
19.172,21.697,speech
21.697,22.129,nonspeech
22.129,25.4,speech
25.4,25.921,nonspeech
25.921,26.681,speech
26.681,27.209,nonspeech
27.209,32.017,speech
32.017,32.346,nonspeech
32.346,35.444,speech
35.444,35.808,nonspeech
35.808,38.448,speech
38.448,38.761,nonspeech
38.761,43.658,speech
43.658,44.637,nonspeech
44.637,52.289,speech
52.289,52.862,nonspeech
52.862,54.075,speech
54.075,54.438,nonspeech
54.438,56.599,speech
56.599,58.122,nonspeech
58.122,61.141,speech
