start,stop,label
0.0,2.782,speech
2.782,3.14,nonspeech
3.14,4.11,speech
4.11,4.499,nonspeech
4.499,5.991,speech
5.991,6.322,nonspeech
6.322,8.669,speech
8.669,9.016,nonspeech
9.016,18.692,speech
18.692,19.071,nonspeech
19.071,19.682,speech
19.682,20.067,nonspeech
20.067,22.346,speech
22.346,22.668,nonspeech
22.668,25.428,speech
25.428,25.843,nonspeech
25.843,32.829,speech
32.829,33.151,nonspeech
33.151,38.319,speech
38.319,38.715,nonspeech
38.715,40.438,speech
40.438,40.754,nonspeech
40.754,45.094,speech
45.094,45.441,nonspeech
45.441,50.002,speech
50.002,50.855,nonspeech
50.855,51.656,speech
51.656,52.12,nonspeech
52.12,59.89,speech
59.89,60.248,nonspeech
60.248,60.501,speech
