start,stop,label
0.0,1.322,speech
1.322,2.566,nonspeech
2.566,6.328,speech
6.328,6.702,nonspeech
6.702,8.799,speech
8.799,9.589,nonspeech
9.589,11.514,speech
11.514,11.982,nonspeech
11.982,13.623,speech
13.623,14.129,nonspeech
14.129,16.082,speech
16.082,16.557,nonspeech
16.557,20.506,speech
20.506,20.885,nonspeech
20.885,21.829,speech
21.829,22.809,nonspeech
22.809,29.329,speech
29.329,29.968,nonspeech
29.968,34.333,speech
34.333,34.865,nonspeech
34.865,40.929,speech
40.929,41.598,nonspeech
41.598,47.039,speech
47.039,47.565,nonspeech
47.565,50.401,speech
50.401,51.401,nonspeech
51.401,52.819,speech
52.819,53.527,nonspeech
53.527,56.47,speech
56.47,56.86,nonspeech
56.86,60.032,speech
