start,stop,label
0.0,4.56,speech
4.56,4.945,nonspeech
4.945,9.876,speech
9.876,10.182,nonspeech
10.182,11.642,speech
11.642,12.111,nonspeech
12.111,15.432,speech
15.432,15.921,nonspeech
15.921,18.05,speech
18.05,18.577,nonspeech
18.577,23.048,speech
23.048,23.491,nonspeech
23.491,25.452,speech
25.452,25.778,nonspeech
25.778,27.759,speech
27.759,28.29,nonspeech
28.29,30.571,speech
30.571,30.897,nonspeech
30.897,45.553,speech
45.553,46.074,nonspeech
46.074,58.409,speech
58.409,59.775,nonspeech
59.775,61.845,speech
