start,stop,label
0.0,0.864,nonspeech
0.864,12.586,speech
12.586,13.408,nonspeech
13.408,16.095,speech
16.095,16.559,nonspeech
16.559,17.979,speech
17.979,18.343,nonspeech
18.343,21.183,speech
21.183,21.567,nonspeech
21.567,22.738,speech
22.738,23.984,nonspeech
23.984,25.275,speech
25.275,25.77,nonspeech
25.77,28.11,speech
28.11,28.547,nonspeech
28.547,33.081,speech
33.081,33.711,nonspeech
33.711,36.398,speech
36.398,36.947,nonspeech
36.947,38.976,speech
38.976,40.168,nonspeech
40.168,43.594,speech
43.594,44.08,nonspeech
44.08,51.7,speech
51.7,56.025,nonspeech
56.025,59.114,speech
59.114,59.609,nonspeech
59.609,62.037,speech
