start,stop,label
0.0,1.07,speech
1.07,1.839,nonspeech
1.839,3.883,speech
3.883,5.648,nonspeech
5.648,7.192,speech
7.192,8.198,nonspeech
8.198,9.18,speech
9.18,9.673,nonspeech
9.673,10.614,speech
10.614,11.739,nonspeech
11.739,12.565,speech
12.565,13.298,nonspeech
13.298,15.311,speech
15.311,16.602,nonspeech
16.602,17.851,speech
17.851,18.273,nonspeech
18.273,21.15,speech
21.15,24.008,nonspeech
24.008,24.828,speech
24.828,26.452,nonspeech
26.452,27.975,speech
27.975,28.755,nonspeech
28.755,30.23,speech
30.23,31.774,nonspeech
31.774,33.982,speech
33.982,34.451,nonspeech
34.451,35.986,speech
35.986,37.048,nonspeech
37.048,38.576,speech
38.576,39.292,nonspeech
39.292,42.758,speech
42.758,44.091,nonspeech
44.091,44.547,speech
44.547,44.908,nonspeech
44.908,47.258,speech
47.258,48.094,nonspeech
48.094,49.501,speech
49.501,50.928,nonspeech
50.928,54.042,speech
54.042,55.172,nonspeech
55.172,57.709,speech
57.709,58.879,nonspeech
58.879,60.011,speech
